"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: a","Param: b"
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,28.803495,0.065855,"ns/op",30,10000
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,29.299729,0.677343,"ns/op",45,0.5
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,28.822748,0.072287,"ns/op",45,1
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,28.829048,0.095336,"ns/op",45,5
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,29.441971,0.530060,"ns/op",45,10
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,28.817724,0.110258,"ns/op",45,100
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,28.877604,0.197230,"ns/op",45,1000
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,28.827367,0.096716,"ns/op",45,10000
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,29.394147,0.987623,"ns/op",60,0.5
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,28.904396,0.198668,"ns/op",60,1
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,28.799012,0.056950,"ns/op",60,5
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,28.798137,0.060988,"ns/op",60,10
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,28.883094,0.076035,"ns/op",60,100
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,29.368392,0.907893,"ns/op",60,1000
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,29.902461,0.950960,"ns/op",60,10000
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,29.390352,0.944143,"ns/op",85,0.5
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,29.506295,1.340212,"ns/op",85,1
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,28.750716,0.079762,"ns/op",85,5
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,28.812216,0.094094,"ns/op",85,10
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,29.454341,1.025511,"ns/op",85,100
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,28.921036,0.148110,"ns/op",85,1000
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,28.803475,0.063226,"ns/op",85,10000
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,28.856469,0.248973,"ns/op",90,0.5
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,29.513967,1.107856,"ns/op",90,1
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,28.957927,0.229167,"ns/op",90,5
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,29.115708,0.431456,"ns/op",90,10
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,28.946683,0.280289,"ns/op",90,100
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,28.836863,0.156240,"ns/op",90,1000
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,28.805465,0.205757,"ns/op",90,10000
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,46.222799,0.404921,"ns/op",0,0.5
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,46.506292,0.287860,"ns/op",0,1
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,46.260336,0.257956,"ns/op",0,5
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,46.472775,0.464050,"ns/op",0,10
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,46.517209,0.302417,"ns/op",0,100
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,46.478091,0.304289,"ns/op",0,1000
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,46.378547,0.307858,"ns/op",0,10000
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,28.932922,0.243494,"ns/op",5,0.5
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,28.699178,0.187044,"ns/op",5,1
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,29.507463,1.143935,"ns/op",5,5
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,28.891533,0.495708,"ns/op",5,10
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,28.959429,0.186894,"ns/op",5,100
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,28.819373,0.188162,"ns/op",5,1000
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,28.982467,0.440290,"ns/op",5,10000
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,28.949733,0.219401,"ns/op",30,0.5
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,29.179431,0.614099,"ns/op",30,1
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,28.942681,0.178151,"ns/op",30,5
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,29.399816,0.168784,"ns/op",30,10
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,29.208385,0.716473,"ns/op",30,100
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,28.737127,0.216346,"ns/op",30,1000
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,29.442308,1.080794,"ns/op",30,10000
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,29.258928,0.522657,"ns/op",45,0.5
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,28.918423,0.247989,"ns/op",45,1
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,28.743328,0.089885,"ns/op",45,5
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,28.924027,0.681365,"ns/op",45,10
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,29.074177,0.292509,"ns/op",45,100
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,29.338432,0.600179,"ns/op",45,1000
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,28.751079,0.090045,"ns/op",45,10000
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,28.735361,0.174928,"ns/op",60,0.5
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,28.879615,0.100453,"ns/op",60,1
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,29.117274,0.570621,"ns/op",60,5
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,28.918264,0.205932,"ns/op",60,10
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,28.883668,0.352662,"ns/op",60,100
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,28.881292,0.379779,"ns/op",60,1000
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,28.820418,0.277535,"ns/op",60,10000
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,28.894856,0.279555,"ns/op",85,0.5
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,29.145651,0.484183,"ns/op",85,1
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,29.279798,0.448472,"ns/op",85,5
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,28.896783,0.215538,"ns/op",85,10
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,29.502637,0.157395,"ns/op",85,100
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,28.827889,0.099535,"ns/op",85,1000
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,28.808486,0.219764,"ns/op",85,10000
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,31.093204,0.044025,"ns/op",90,0.5
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,31.055459,0.151850,"ns/op",90,1
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,31.123689,0.032327,"ns/op",90,5
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,31.098300,0.091158,"ns/op",90,10
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,31.092487,0.054760,"ns/op",90,100
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,31.086863,0.047385,"ns/op",90,1000
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathSin","avgt",2,10.000000,30.395043,1.125268,"ns/op",90,10000
